,time,x,y,s,a,dis,o,dir,event,nflId,displayName,jerseyNumber,position,team,frameId,gameId,playId,playDirection,season,week,gameDate,gameTimeEastern,homeTeamAbbr,visitorTeamAbbr,playDescription,quarter,down,yardsToGo,possessionTeam,specialTeamsPlayType,specialTeamsResult,kickerId,returnerId,kickBlockerId,yardlineSide,yardlineNumber,gameClock,penaltyCodes,penaltyJerseyNumbers,penaltyYards,preSnapHomeScore,preSnapVisitorScore,passResult,kickLength,kickReturnYardage,playResult,absoluteYardlineNumber
1218896,2020-12-27T18:30:39.700,67.91,22.08,0.0,0.0,0.0,263.58,102.27,None,37211.0,Anthony Sherman,42.0,RB,home,12,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218897,2020-12-27T18:30:39.800,67.91,22.08,0.0,0.0,0.01,263.58,94.22,None,37211.0,Anthony Sherman,42.0,RB,home,13,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218898,2020-12-27T18:30:39.900,67.92,22.08,0.0,0.0,0.01,263.58,93.39,None,37211.0,Anthony Sherman,42.0,RB,home,14,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218899,2020-12-27T18:30:40.000,67.92,22.08,0.03,0.48,0.0,263.58,74.12,None,37211.0,Anthony Sherman,42.0,RB,home,15,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218900,2020-12-27T18:30:40.100,67.94,22.08,0.21,1.65,0.02,263.58,92.8,None,37211.0,Anthony Sherman,42.0,RB,home,16,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218901,2020-12-27T18:30:40.200,67.99,22.08,0.56,2.87,0.05,265.06,91.3,None,37211.0,Anthony Sherman,42.0,RB,home,17,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218902,2020-12-27T18:30:40.300,68.08,22.08,1.0,3.75,0.09,265.06,90.74,None,37211.0,Anthony Sherman,42.0,RB,home,18,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218903,2020-12-27T18:30:40.400,68.22,22.09,1.53,4.16,0.14,266.36,88.65,None,37211.0,Anthony Sherman,42.0,RB,home,19,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218904,2020-12-27T18:30:40.500,68.42,22.09,2.08,4.18,0.2,267.03,88.39,None,37211.0,Anthony Sherman,42.0,RB,home,20,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218905,2020-12-27T18:30:40.600,68.65,22.1,2.53,4.06,0.23,268.44,88.64,None,37211.0,Anthony Sherman,42.0,RB,home,21,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218906,2020-12-27T18:30:40.700,68.93,22.11,2.94,3.47,0.28,270.11,88.11,None,37211.0,Anthony Sherman,42.0,RB,home,22,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218907,2020-12-27T18:30:40.800,69.25,22.12,3.29,2.86,0.32,271.75,88.04,None,37211.0,Anthony Sherman,42.0,RB,home,23,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218908,2020-12-27T18:30:40.900,69.59,22.13,3.51,2.07,0.34,275.73,87.79,None,37211.0,Anthony Sherman,42.0,RB,home,24,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218909,2020-12-27T18:30:41.000,69.94,22.15,3.65,1.3,0.36,280.27,87.46,None,37211.0,Anthony Sherman,42.0,RB,home,25,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218910,2020-12-27T18:30:41.100,70.3,22.16,3.68,0.52,0.36,284.01,87.91,None,37211.0,Anthony Sherman,42.0,RB,home,26,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218911,2020-12-27T18:30:41.200,70.66,22.17,3.67,0.09,0.36,287.56,88.18,None,37211.0,Anthony Sherman,42.0,RB,home,27,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218912,2020-12-27T18:30:41.300,71.02,22.17,3.58,0.66,0.36,295.82,89.47,None,37211.0,Anthony Sherman,42.0,RB,home,28,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218913,2020-12-27T18:30:41.400,71.36,22.17,3.45,1.07,0.34,302.75,90.46,None,37211.0,Anthony Sherman,42.0,RB,home,29,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218914,2020-12-27T18:30:41.500,71.68,22.15,3.19,1.68,0.32,306.05,92.76,None,37211.0,Anthony Sherman,42.0,RB,home,30,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218915,2020-12-27T18:30:41.600,71.96,22.09,2.88,2.39,0.29,308.37,98.53,punt,37211.0,Anthony Sherman,42.0,RB,home,31,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218916,2020-12-27T18:30:41.700,72.2,22.02,2.49,3.6,0.25,310.96,107.64,None,37211.0,Anthony Sherman,42.0,RB,home,32,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218917,2020-12-27T18:30:41.800,72.4,21.91,2.18,4.22,0.23,314.61,119.34,None,37211.0,Anthony Sherman,42.0,RB,home,33,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218918,2020-12-27T18:30:41.900,72.56,21.79,1.96,4.17,0.2,318.6,132.16,None,37211.0,Anthony Sherman,42.0,RB,home,34,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218919,2020-12-27T18:30:42.000,72.68,21.65,1.85,4.19,0.19,322.0,146.43,None,37211.0,Anthony Sherman,42.0,RB,home,35,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218920,2020-12-27T18:30:42.100,72.74,21.47,1.9,4.48,0.19,325.31,167.3,None,37211.0,Anthony Sherman,42.0,RB,home,36,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218921,2020-12-27T18:30:42.200,72.75,21.27,2.05,3.98,0.2,328.25,180.12,None,37211.0,Anthony Sherman,42.0,RB,home,37,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218922,2020-12-27T18:30:42.300,72.73,21.05,2.29,3.44,0.22,330.54,188.92,None,37211.0,Anthony Sherman,42.0,RB,home,38,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218923,2020-12-27T18:30:42.400,72.68,20.81,2.56,2.97,0.25,330.54,195.12,None,37211.0,Anthony Sherman,42.0,RB,home,39,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218924,2020-12-27T18:30:42.500,72.6,20.53,2.93,2.64,0.29,326.11,198.42,None,37211.0,Anthony Sherman,42.0,RB,home,40,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218925,2020-12-27T18:30:42.600,72.5,20.24,3.19,2.28,0.31,323.37,200.81,None,37211.0,Anthony Sherman,42.0,RB,home,41,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218926,2020-12-27T18:30:42.700,72.37,19.93,3.4,1.96,0.33,320.28,203.56,None,37211.0,Anthony Sherman,42.0,RB,home,42,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218927,2020-12-27T18:30:42.800,72.21,19.61,3.71,1.97,0.37,315.12,206.69,None,37211.0,Anthony Sherman,42.0,RB,home,43,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218928,2020-12-27T18:30:42.900,72.02,19.26,4.02,2.08,0.4,308.87,209.51,None,37211.0,Anthony Sherman,42.0,RB,home,44,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218929,2020-12-27T18:30:43.000,71.8,18.9,4.27,1.91,0.42,303.39,211.76,None,37211.0,Anthony Sherman,42.0,RB,home,45,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218930,2020-12-27T18:30:43.100,71.55,18.53,4.47,1.81,0.44,297.07,214.55,None,37211.0,Anthony Sherman,42.0,RB,home,46,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218931,2020-12-27T18:30:43.200,71.27,18.15,4.69,1.78,0.47,289.4,217.2,None,37211.0,Anthony Sherman,42.0,RB,home,47,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218932,2020-12-27T18:30:43.300,70.97,17.78,4.81,1.81,0.48,283.01,220.2,None,37211.0,Anthony Sherman,42.0,RB,home,48,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218933,2020-12-27T18:30:43.400,70.64,17.43,4.87,1.93,0.48,277.5,223.7,None,37211.0,Anthony Sherman,42.0,RB,home,49,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218934,2020-12-27T18:30:43.500,70.28,17.08,4.97,2.02,0.5,273.77,226.83,None,37211.0,Anthony Sherman,42.0,RB,home,50,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218935,2020-12-27T18:30:43.600,69.89,16.75,5.08,2.16,0.51,271.39,230.2,None,37211.0,Anthony Sherman,42.0,RB,home,51,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218936,2020-12-27T18:30:43.700,69.48,16.43,5.21,2.24,0.52,272.67,233.26,None,37211.0,Anthony Sherman,42.0,RB,home,52,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218937,2020-12-27T18:30:43.800,69.06,16.12,5.26,2.3,0.52,270.41,236.07,None,37211.0,Anthony Sherman,42.0,RB,home,53,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218938,2020-12-27T18:30:43.900,68.61,15.84,5.34,2.1,0.53,270.41,238.63,None,37211.0,Anthony Sherman,42.0,RB,home,54,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218939,2020-12-27T18:30:44.000,68.14,15.56,5.44,1.9,0.54,271.87,240.93,None,37211.0,Anthony Sherman,42.0,RB,home,55,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218940,2020-12-27T18:30:44.100,67.65,15.31,5.5,2.09,0.55,276.48,244.28,None,37211.0,Anthony Sherman,42.0,RB,home,56,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218941,2020-12-27T18:30:44.200,67.14,15.08,5.57,1.92,0.56,280.1,246.41,None,37211.0,Anthony Sherman,42.0,RB,home,57,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218942,2020-12-27T18:30:44.300,66.62,14.87,5.63,1.78,0.56,283.57,248.57,None,37211.0,Anthony Sherman,42.0,RB,home,58,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218943,2020-12-27T18:30:44.400,66.08,14.67,5.74,1.75,0.58,288.63,250.94,None,37211.0,Anthony Sherman,42.0,RB,home,59,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218944,2020-12-27T18:30:44.500,65.53,14.5,5.78,1.68,0.58,296.93,253.11,None,37211.0,Anthony Sherman,42.0,RB,home,60,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218945,2020-12-27T18:30:44.600,64.97,14.33,5.79,1.47,0.58,300.85,254.49,None,37211.0,Anthony Sherman,42.0,RB,home,61,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218946,2020-12-27T18:30:44.700,64.41,14.18,5.77,1.18,0.58,304.72,255.12,None,37211.0,Anthony Sherman,42.0,RB,home,62,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218947,2020-12-27T18:30:44.800,63.85,14.03,5.74,1.11,0.58,309.8,255.72,None,37211.0,Anthony Sherman,42.0,RB,home,63,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
1218948,2020-12-27T18:30:44.900,63.28,13.9,5.72,1.27,0.58,316.29,257.49,None,37211.0,Anthony Sherman,42.0,RB,home,64,2020122708,813,left,2020,16,12/27/2020,13:00:00,KC,ATL,"(:23) T.Townsend punts 52 yards to ATL 4, Center-J.Winchester, downed by KC-A.Hamilton.",1,4,7,KC,Punt,Downed,52791.0,,,KC,44,00:23:00,,,,0,0,,52.0,,52,66
